iter	Passed	Remaining
288	1181	2906
289	1183	2896
290	1189	2897
291	1191	2889
292	1194	2881
293	1195	2871
294	1197	2861
295	1200	2854
296	1209	2862
297	1211	2853
298	1225	2872
299	1227	2863
300	1231	2859
301	1243	2874
302	1253	2884
303	1259	2883
304	1264	2880
305	1272	2885
306	1287	2906
307	1290	2898
308	1305	2919
309	1318	2935
310	1321	2928
311	1337	2949
312	1350	2964
313	1353	2956
314	1365	2970
315	1369	2963
316	1371	2955
317	1380	2960
318	1382	2952
319	1385	2944
320	1389	2938
321	1401	2951
322	1416	2969
323	1434	2993
324	1436	2983
325	1444	2986
326	1446	2976
327	1447	2966
328	1449	2955
329	1450	2943
330	1451	2932
331	1461	2939
332	1463	2930
333	1464	2920
334	1465	2909
335	1474	2912
336	1477	2907
337	1479	2897
338	1480	2887
339	1482	2876
340	1486	2872
341	1488	2863
342	1489	2852
343	1490	2842
344	1494	2838
345	1501	2837
346	1502	2826
347	1503	2816
348	1504	2805
349	1505	2795
350	1508	2789
351	1513	2786
352	1515	2778
353	1517	2768
354	1518	2758
355	1527	2763
356	1530	2756
357	1531	2747
358	1534	2740
359	1538	2735
360	1543	2731
361	1545	2723
362	1546	2713
363	1548	2704
364	1552	2701
365	1555	2694
366	1556	2685
367	1558	2676
368	1560	2667
369	1561	2659
370	1565	2654
371	1569	2650
372	1571	2641
373	1573	2632
374	1574	2623
375	1575	2615
376	1577	2606
377	1581	2602
378	1584	2595
379	1585	2587
380	1587	2578
381	1588	2570
382	1590	2562
383	1598	2563
384	1600	2556
385	1601	2548
386	1603	2539
387	1605	2531
388	1606	2523
389	1608	2515
390	1613	2513
391	1615	2505
392	1616	2496
393	1617	2488
394	1619	2480
395	1620	2471
396	1621	2463
397	1623	2455
398	1627	2451
399	1629	2444
400	1631	2436
401	1632	2428
402	1633	2420
403	1634	2411
404	1636	2403
405	1637	2395
406	1640	2390
407	1644	2385
408	1645	2377
409	1646	2369
410	1648	2362
411	1649	2354
412	1651	2346
413	1652	2339
414	1658	2337
415	1660	2331
416	1662	2324
417	1664	2316
418	1665	2309
419	1666	2301
420	1670	2298
421	1675	2294
422	1677	2287
423	1678	2280
424	1679	2272
425	1681	2265
426	1682	2258
427	1688	2256
428	1691	2252
429	1693	2244
430	1695	2237
431	1696	2230
432	1698	2224
433	1703	2221
434	1705	2214
435	1706	2207
436	1707	2199
437	1709	2192
438	1710	2185
439	1711	2178
440	1713	2171
441	1718	2170
442	1720	2163
443	1722	2156
444	1723	2149
445	1725	2143
446	1727	2136
447	1731	2132
448	1732	2126
449	1734	2119
450	1736	2113
451	1737	2106
452	1738	2099
453	1739	2092
454	1745	2090
455	1750	2087
456	1751	2081
457	1753	2074
458	1754	2068
459	1760	2066
460	1764	2063
461	1766	2057
462	1767	2050
463	1769	2044
464	1777	2044
465	1779	2039
466	1782	2034
467	1785	2030
468	1795	2032
469	1797	2026
470	1799	2020
471	1806	2021
472	1809	2015
473	1810	2009
474	1812	2003
475	1818	2002
476	1821	1997
477	1823	1991
478	1824	1984
479	1825	1977
480	1826	1970
481	1828	1964
482	1834	1963
483	1836	1957
484	1837	1951
485	1838	1944
486	1839	1937
487	1840	1931
488	1859	1943
489	1862	1938
490	1867	1935
491	1868	1929
492	1870	1923
493	1871	1916
494	1874	1912
495	1876	1907
496	1881	1903
497	1882	1897
498	1883	1891
499	1884	1884
500	1885	1878
501	1889	1874
502	1896	1873
503	1897	1867
504	1899	1861
505	1900	1855
506	1907	1854
507	1912	1852
508	1913	1846
509	1915	1840
510	1919	1837
511	1925	1835
512	1928	1830
513	1930	1825
514	1938	1825
515	1942	1821
516	1943	1815
517	1944	1809
518	1947	1805
519	1954	1804
520	1957	1799
521	1958	1793
522	1964	1791
523	1969	1789
524	1971	1783
525	1972	1777
526	1973	1771
527	1985	1775
528	1987	1769
529	1988	1763
530	1990	1757
531	1994	1754
532	1999	1752
533	2001	1746
534	2002	1740
535	2004	1734
536	2005	1729
537	2008	1724
538	2015	1724
539	2017	1718
540	2018	1712
541	2020	1707
542	2022	1701
543	2026	1698
544	2031	1695
545	2032	1690
546	2033	1684
547	2035	1678
548	2040	1676
549	2046	1674
550	2048	1668
551	2049	1663
552	2051	1658
553	2055	1654
554	2058	1650
555	2060	1645
556	2062	1640
557	2064	1635
558	2066	1630
559	2074	1629
560	2075	1624
561	2078	1619
562	2079	1614
563	2083	1610
564	2088	1607
565	2090	1602
566	2091	1597
567	2093	1592
568	2094	1586
569	2097	1581
570	2106	1582
571	2108	1577
572	2109	1572
573	2111	1566
574	2119	1566
575	2121	1561
576	2123	1556
577	2124	1551
578	2136	1553
579	2138	1548
580	2139	1543
581	2142	1538
582	2149	1537
583	2151	1532
584	2153	1527
585	2155	1522
586	2157	1518
587	2167	1518
588	2169	1513
589	2170	1508
590	2171	1502
591	2173	1497
592	2178	1495
593	2180	1490
594	2181	1485
595	2183	1479
596	2184	1474
597	2185	1468
598	2186	1463
599	2187	1458
600	2194	1457
601	2196	1452
602	2198	1447
603	2200	1442
604	2201	1437
605	2208	1435
606	2213	1432
607	2214	1427
608	2217	1423
609	2226	1423
610	2228	1418
611	2229	1413
612	2241	1414
613	2243	1410
614	2244	1405
615	2245	1400
616	2251	1397
617	2256	1394
618	2259	1390
619	2260	1385
620	2265	1382
621	2271	1380
622	2273	1375
623	2275	1371
624	2279	1367
625	2286	1365
626	2287	1361
627	2289	1356
628	2301	1357
629	2304	1353
630	2305	1348
631	2310	1345
632	2317	1343
633	2319	1339
634	2323	1335
635	2330	1333
636	2332	1329
637	2334	1324
638	2336	1319
639	2343	1318
640	2348	1315
641	2349	1310
642	2357	1309
643	2362	1305
644	2364	1301
645	2366	1296
646	2373	1295
647	2377	1291
648	2379	1286
649	2380	1281
650	2388	1280
651	2392	1277
652	2394	1272
653	2396	1267
654	2398	1263
655	2405	1261
656	2409	1257
657	2411	1253
658	2414	1249
659	2422	1247
660	2424	1243
661	2425	1238
662	2427	1233
663	2432	1230
664	2438	1228
665	2441	1224
666	2443	1220
667	2448	1216
668	2452	1213
669	2453	1208
670	2455	1204
671	2457	1199
672	2460	1195
673	2467	1193
674	2469	1189
675	2471	1184
676	2481	1183
677	2484	1179
678	2485	1175
679	2487	1170
680	2495	1169
681	2497	1164
682	2498	1159
683	2499	1154
684	2500	1149
685	2501	1144
686	2502	1140
687	2506	1136
688	2509	1132
689	2512	1129
690	2513	1124
691	2514	1119
692	2515	1114
693	2516	1109
694	2519	1105
695	2522	1101
696	2526	1098
697	2527	1093
698	2528	1088
699	2529	1084
700	2530	1079
701	2531	1074
702	2537	1072
703	2539	1067
704	2540	1063
705	2541	1058
706	2542	1053
707	2543	1049
708	2544	1044
709	2546	1039
710	2552	1037
711	2555	1033
712	2556	1029
713	2558	1024
714	2560	1020
715	2561	1016
716	2568	1013
717	2569	1009
718	2571	1005
719	2572	1000
720	2574	996
721	2575	991
722	2581	989
723	2584	985
724	2586	980
725	2587	976
726	2588	972
727	2589	967
728	2590	963
729	2592	958
730	2597	955
731	2598	951
732	2600	947
733	2601	942
734	2602	938
735	2602	933
736	2603	929
737	2604	924
738	2608	921
739	2615	918
740	2616	914
741	2618	910
742	2619	906
743	2620	901
744	2624	898
745	2631	896
746	2634	892
747	2636	888
748	2646	887
749	2649	883
750	2651	879
751	2665	878
752	2667	874
753	2674	872
754	2678	869
755	2679	864
756	2680	860
757	2684	856
758	2692	854
759	2693	850
760	2695	846
761	2696	842
762	2707	840
763	2708	836
764	2710	832
765	2711	828
766	2719	826
767	2720	821
768	2722	817
769	2723	813
770	2724	809
771	2725	804
772	2725	800
773	2727	796
774	2736	794
775	2738	790
776	2741	786
777	2747	783
778	2750	780
779	2751	776
780	2753	772
781	2763	770
782	2766	766
783	2769	763
784	2776	760
785	2779	756
786	2782	753
787	2790	750
788	2793	747
789	2795	743
790	2800	739
791	2808	737
792	2811	733
793	2813	729
794	2824	728
795	2826	724
796	2828	720
797	2832	716
798	2838	713
799	2839	709
800	2841	705
801	2845	702
802	2854	700
803	2856	696
804	2857	692
805	2858	688
806	2866	685
807	2869	681
808	2871	677
809	2872	673
810	2873	669
811	2877	666
812	2884	663
813	2885	659
814	2886	655
815	2887	651
816	2890	647
817	2899	645
818	2900	640
819	2901	636
820	2902	632
821	2905	629
822	2915	626
823	2916	622
824	2917	618
825	2919	615
826	2927	612
827	2928	608
828	2929	604
829	2931	600
830	2933	596
831	2939	593
832	2943	590
833	2945	586
834	2946	582
835	2948	578
836	2951	574
837	2956	571
838	2957	567
839	2958	563
840	2959	559
841	2960	555
842	2961	551
843	2964	547
844	2971	545
845	2973	541
846	2975	537
847	2976	533
848	2981	530
849	2987	527
850	2988	523
851	2990	519
852	2991	515
853	2994	511
854	3000	508
855	3003	505
856	3005	501
857	3006	497
858	3010	494
859	3015	490
860	3017	487
861	3018	483
862	3020	479
863	3021	475
864	3026	472
865	3032	469
866	3034	465
867	3035	461
868	3038	457
869	3045	455
870	3047	451
871	3048	447
872	3050	443
873	3051	439
874	3059	437
875	3063	433
876	3064	429
877	3066	426
878	3071	422
879	3076	419
880	3077	415
881	3079	412
882	3081	408
883	3085	404
884	3092	401
885	3093	398
886	3095	394
887	3098	390
888	3105	387
889	3108	384
890	3110	380
891	3111	376
892	3116	373
893	3121	370
894	3122	366
895	3124	362
896	3126	358
897	3129	355
898	3135	352
899	3137	348
900	3139	344
901	3140	341
902	3143	337
903	3147	334
904	3152	330
905	3153	327
906	3155	323
907	3157	319
908	3161	316
909	3166	313
910	3167	309
911	3169	305
912	3172	302
913	3175	298
914	3181	295
915	3183	291
916	3185	288
917	3187	284
918	3190	281
919	3195	277
920	3196	274
921	3198	270
922	3199	266
923	3202	263
924	3208	260
925	3211	256
926	3212	253
927	3214	249
928	3217	245
929	3222	242
930	3225	239
931	3226	235
932	3228	231
933	3229	228
934	3232	224
935	3239	221
936	3241	217
937	3243	214
938	3244	210
939	3248	207
940	3253	203
941	3254	200
942	3256	196
943	3258	193
944	3259	189
945	3268	186
946	3270	183
947	3272	179
948	3273	175
949	3275	172
950	3283	169
951	3284	165
952	3286	162
953	3287	158
954	3289	155
955	3293	151
956	3299	148
957	3301	144
958	3303	141
959	3304	137
960	3309	134
961	3313	130
962	3315	127
963	3317	123
964	3318	120
965	3321	116
966	3331	113
967	3333	110
968	3336	106
969	3343	103
970	3345	99
971	3347	96
972	3348	92
973	3350	89
974	3354	86
975	3359	82
976	3361	79
977	3362	75
978	3364	72
979	3366	68
980	3372	65
981	3374	61
982	3375	58
983	3376	54
984	3378	51
985	3380	47
986	3383	44
987	3390	41
988	3392	37
989	3393	34
990	3400	30
991	3403	27
992	3405	24
993	3406	20
994	3408	17
995	3410	13
996	3417	10
997	3419	6
998	3420	3
999	3422	0
