iter	Passed	Remaining
456	829	986
457	831	983
458	832	981
459	833	978
460	835	976
461	836	973
462	837	971
463	838	968
464	839	966
465	840	963
466	841	960
467	842	957
468	843	955
469	844	952
470	845	949
471	846	946
472	847	944
473	848	941
474	849	938
475	850	935
476	851	933
477	851	930
478	852	927
479	853	924
480	855	922
481	863	928
482	868	929
483	871	929
484	874	928
485	877	927
486	879	926
487	882	926
488	885	925
489	887	923
490	888	921
491	890	919
492	891	917
493	893	914
494	894	912
495	895	910
496	897	907
497	898	905
498	899	903
499	900	900
500	901	898
501	902	895
502	904	893
503	905	890
504	906	888
505	907	885
506	908	883
507	909	880
508	910	878
509	911	875
510	912	873
511	913	870
512	914	868
513	915	865
514	916	863
515	917	860
516	918	857
517	927	862
518	931	863
519	934	863
520	938	862
521	940	861
522	942	859
523	944	858
524	947	857
525	949	855
526	950	853
527	952	851
528	953	849
529	955	847
530	957	845
531	958	843
532	959	840
533	961	838
534	962	836
535	963	834
536	964	831
537	966	829
538	967	827
539	968	824
540	969	822
541	970	820
542	971	817
543	972	815
544	973	812
545	974	810
546	975	807
547	976	805
548	977	802
549	978	800
550	979	797
551	980	795
552	980	792
553	981	790
554	982	787
555	983	785
556	984	782
557	985	780
558	985	777
559	986	775
560	987	772
561	988	770
562	989	767
563	990	765
564	991	763
565	992	760
566	992	758
567	993	755
568	994	753
569	1001	755
570	1006	756
571	1009	755
572	1012	754
573	1014	753
574	1017	752
575	1020	751
576	1024	751
577	1027	750
578	1029	748
579	1030	746
580	1031	744
581	1032	741
582	1034	739
583	1035	737
584	1037	736
585	1039	734
586	1040	731
587	1041	729
588	1042	727
589	1043	725
590	1044	722
591	1045	720
592	1046	718
593	1047	716
594	1048	713
595	1049	711
596	1050	709
597	1052	707
598	1053	705
599	1054	703
600	1055	701
601	1056	698
602	1057	696
603	1058	694
604	1059	691
605	1060	689
606	1061	687
607	1062	685
608	1063	682
609	1064	680
610	1065	678
611	1066	676
612	1067	674
613	1068	671
614	1069	669
615	1070	667
616	1071	665
617	1072	663
618	1073	660
619	1074	658
620	1075	656
621	1076	654
622	1077	651
623	1078	649
624	1078	647
625	1079	645
626	1080	642
627	1081	640
628	1082	638
629	1083	636
630	1084	634
631	1085	631
632	1085	629
633	1086	627
634	1087	625
635	1088	622
636	1089	620
637	1090	618
638	1091	616
639	1092	614
640	1092	612
641	1093	609
642	1094	607
643	1095	605
644	1096	603
645	1097	601
646	1098	599
647	1099	597
648	1100	595
649	1101	593
650	1102	590
651	1103	588
652	1103	586
653	1104	584
654	1115	587
655	1119	587
656	1123	586
657	1126	585
658	1128	584
659	1132	583
660	1134	581
661	1136	580
662	1138	578
663	1139	576
664	1142	575
665	1144	573
666	1146	572
667	1148	570
668	1149	568
669	1151	566
670	1152	564
671	1153	563
672	1154	561
673	1155	559
674	1158	557
675	1159	555
676	1160	553
677	1162	551
678	1163	549
679	1164	547
680	1165	545
681	1166	543
682	1167	541
683	1168	539
684	1169	537
685	1170	535
686	1172	534
687	1173	532
688	1174	530
689	1175	528
690	1176	526
691	1178	524
692	1179	522
693	1180	520
694	1181	518
695	1182	516
696	1183	514
697	1184	512
698	1185	510
699	1187	508
700	1188	506
701	1189	504
702	1190	502
703	1191	500
704	1192	498
705	1193	496
706	1194	494
707	1195	492
708	1196	490
709	1197	489
710	1198	487
711	1199	485
712	1200	483
713	1201	481
714	1202	479
715	1203	477
716	1204	475
717	1205	473
718	1206	471
719	1207	469
720	1208	467
721	1209	465
722	1210	463
723	1211	461
724	1212	459
725	1213	457
726	1214	455
727	1215	454
728	1216	452
729	1217	450
730	1218	448
731	1219	446
732	1220	444
733	1221	442
734	1221	440
735	1222	438
736	1223	436
737	1224	434
738	1225	432
739	1226	430
740	1231	430
741	1239	430
742	1242	429
743	1246	428
744	1248	427
745	1251	426
746	1253	424
747	1256	423
748	1257	421
749	1259	419
750	1261	418
751	1263	416
752	1264	414
753	1266	413
754	1267	411
755	1269	409
756	1270	407
757	1272	406
758	1273	404
759	1274	402
760	1275	400
761	1277	398
762	1278	397
763	1279	395
764	1280	393
765	1281	391
766	1282	389
767	1283	387
768	1284	385
769	1285	383
770	1285	381
771	1286	380
772	1287	378
773	1288	376
774	1289	374
775	1290	372
776	1291	370
777	1292	368
778	1293	367
779	1294	365
780	1295	363
781	1296	361
782	1297	359
783	1298	357
784	1298	355
785	1299	353
786	1300	352
787	1301	350
788	1302	348
789	1303	346
790	1304	344
791	1305	342
792	1306	340
793	1307	339
794	1307	337
795	1308	335
796	1309	333
797	1310	331
798	1311	329
799	1312	328
800	1312	326
801	1313	324
802	1314	322
803	1315	320
804	1316	318
805	1316	316
806	1317	315
807	1318	313
808	1319	311
809	1320	309
810	1322	308
811	1330	308
812	1335	307
813	1339	306
814	1342	304
815	1344	303
816	1346	301
817	1348	300
818	1350	298
819	1353	297
820	1354	295
821	1356	293
822	1357	292
823	1359	290
824	1361	288
825	1362	286
826	1363	285
827	1365	283
828	1366	281
829	1368	280
830	1369	278
831	1370	276
832	1371	274
833	1372	273
834	1373	271
835	1374	269
836	1375	267
837	1376	266
838	1377	264
839	1378	262
840	1379	260
841	1380	259
842	1381	257
843	1382	255
844	1383	253
845	1384	252
846	1385	250
847	1386	248
848	1387	246
849	1387	244
850	1388	243
851	1389	241
852	1390	239
853	1391	237
854	1392	236
855	1392	234
856	1393	232
857	1395	230
858	1395	229
859	1396	227
860	1397	225
861	1398	223
862	1399	222
863	1399	220
864	1400	218
865	1401	216
866	1402	215
867	1403	213
868	1404	211
869	1405	209
870	1405	208
871	1406	206
872	1407	204
873	1408	203
874	1409	201
875	1410	199
876	1411	197
877	1412	196
878	1413	194
879	1414	192
880	1414	191
881	1415	189
882	1416	187
883	1417	185
884	1418	184
885	1419	182
886	1419	180
887	1420	179
888	1421	177
889	1422	175
890	1423	174
891	1424	172
892	1425	170
893	1426	169
894	1427	167
895	1428	165
896	1428	164
897	1429	162
898	1430	160
899	1431	159
900	1432	157
901	1433	155
902	1434	154
903	1435	152
904	1435	150
905	1436	149
906	1437	147
907	1438	145
908	1439	144
909	1440	142
910	1441	140
911	1442	139
912	1443	137
913	1444	135
914	1444	134
915	1445	132
916	1446	130
917	1447	129
918	1448	127
919	1449	126
920	1449	124
921	1450	122
922	1451	121
923	1452	119
924	1453	117
925	1454	116
926	1455	114
927	1456	113
928	1457	111
929	1458	109
930	1459	108
931	1460	106
932	1461	104
933	1461	103
934	1462	101
935	1463	100
936	1464	98
937	1465	96
938	1466	95
939	1466	93
940	1467	92
941	1476	90
942	1482	89
943	1486	88
944	1490	86
945	1492	85
946	1494	83
947	1497	82
948	1499	80
949	1501	79
950	1503	77
951	1505	75
952	1506	74
953	1508	72
954	1509	71
955	1511	69
956	1512	67
957	1513	66
958	1516	64
959	1517	63
960	1518	61
961	1520	60
962	1521	58
963	1522	56
964	1523	55
965	1524	53
966	1525	52
967	1526	50
968	1528	48
969	1530	47
970	1532	45
971	1533	44
972	1534	42
973	1536	41
974	1537	39
975	1538	37
976	1539	36
977	1540	34
978	1541	33
979	1542	31
980	1545	29
981	1546	28
982	1548	26
983	1549	25
984	1550	23
985	1551	22
986	1553	20
987	1554	18
988	1555	17
989	1556	15
990	1557	14
991	1558	12
992	1561	11
993	1562	9
994	1563	7
995	1564	6
996	1565	4
997	1566	3
998	1568	1
999	1569	0
